id;name;description;neighborhood_overview;picture_url;host_id;latitude;longitude;location;property_type;room_type;accommodates;bathrooms_text;bedrooms;beds;price;minimum_nights;maximum_nights;instant_bookable;amenities,
38;Romantico monolocale con soffitto in vetro;La tua finestra sotto il cielo di Roma. Nel cuore del centro storico, in una via tipica e vivace, grazioso e suggestivo piccolo monolocale, solo 26 mq con ogni confort, caratterizzato da un soffitto in vetro che dona charm e luminosità. La ricercatezza degli arredi conferisce eleganza e raffinatezza. L'alloggio viene sanificato ad ogni cambio. L'ingresso indipendente consente un utilizzo separato dei servizi comuni. La casa è piccola, nulla di più di una camera d'albergo con angolo cottura Lo spazio silenzioso monolocale in un palazzo del '400, oggetto di un'attenta ristrutturazione che ha mantenuto mura e particolari autentici. La casa è molto piccola, non dispone di un salotto o di una zona relax. Prima di prenotare si prega di leggere attentamente le regole della casa Accesso per gli ospiti posizione turistica. Si possono raggiungere a piedi i principali monumenti. Nelle vicinanze ci sono negozi, ristoranti e supermercati Altre cose da tenere a mente l'appartamento ha il soffitto in vetro. La camera da letto è dotata di una tenda motorizzata ma l'alloggio non è raccomandato a chi preferisce dormire al buio totale. la colazione include latte a lunga conservazione, caffé, cornetti confezionati o similari e biscotti. la colazione è già presente all'arrivo degli ospiti. l'abitazione ha elettrodomestici nuovi o seminuovi. l'host non è responsabile del furto o del danneggiamento degli effetti personali degli ospiti e non è responsabile dei loro infortuni. l'ospite deve accertarsi delle coperture assicurative offerte da airbnb o dalla propria assicurazione personale. Al momento della prenotazione accetta le presenti condizioni. Prima di prenotare si prega di leggere attentamente le regole della casa;historical and characteristic street, with stores, bars and restaurants;https://a0.muscache.com/im/pictures/miso/Hosting-31897852/original/bd34a64a-31f8-46e1-b7d1-3c648dfe9474.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-31897852/original/9f49f473-304f-4f97-b98e-50cbc73ea3c1.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-31897852/original/9faffa67-0766-49a2-b23c-20c1755265a8.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-31897852/original/b33d1d3f-7891-42b2-a9bd-6bc60b3be44e.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-31897852/original/930d1e3c-4c51-4b3f-8e72-adb741c3048d.jpeg;27;41.8996;12.47088;Roma, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;85.00;1;15;TRUE;Essentials,Heating,Air conditioning,Lock on bedroom door,Extra pillows and blankets,Refrigerator,Hair dryer,Wifi,Smoking allowed,Fire extinguisher,Hot water,Shower gel,Hangers,Breakfast,Long term stays allowed,TV with standard cable,Shampoo,Bed linens,Pets allowed,Private entrance
39;Camera Singola;Stanza di arredo semplice, ma con tutto di base necessario per un riposo comodo e tranquille. Ogni ospite troverà una camera pulita con lenzuola e asciugamani. Stanza con bagno privato. Questa stanza viene pulita ogni tre giorni o a cambio di ospite, ma ogni giorno viene ripassata per un controllo generale. In caso di necessità, asciugamani si cambiano su richiesta. Camera senza Aria Condizionata. The space Villa Letizia è una casa per ferie gestita dalle Suore Catechiste di Sant'Anna, che accoglie da anni pellegrini, turisti religiosi, gruppi e famiglie, è una struttura dove si riposa bene in tranquillità del quartiere restando con amici nei spazi comuni, giardino, cortile o pregando insieme nella capella. Other things to note Villa Letizia - Casa per ferie dispone di un riscaldamento centralizzato. Il calendario di Accensione dei Riscaldamenti è secondo regolamento del Comune di Roma e negli orari prestabiliti: sera dalle ore 18;Quartiere Aurelio dove si trova Villa Letizia - Casa per ferie, è un quartiere residenziale di Roma dove dopo una giornata ricca di arte, storia e cultura romana si riposa bene,;https://a0.muscache.com/im/pictures/7c0aff95-28ef-4eac-a1e3-fc1cda7dd3df.jpg,https://a0.muscache.com/im/pictures/06a1ff0e-f3e5-4a08-b222-e9d1461a3c9f.jpg,https://a0.muscache.com/im/pictures/f9ff7b99-0d10-49a4-be84-3870eacff6d8.jpg,https://a0.muscache.com/im/pictures/7024c74e-fa08-47b1-80fe-dec87007d8d0.jpg,https://a0.muscache.com/im/pictures/4b530969-5d87-4d88-8d1e-813d61c062e2.jpg;28;41.89136;12.40969;Roma, Italia;Room in hostel;Hotel room;1;1 private bath;1;1;46.00;1;365;TRUE;Essentials,First aid kit,Air conditioning,Extra pillows and blankets,Hair dryer,Body soap,Hot water,Microwave,Cooking basics,Clothing storage: walk-in closet,Room-darkening shades,Iron,Heating,Dining table,Bidet,Wifi,Hot water kettle,Stove,Conditioner,Refrigerator,Paid parking off premises,Kitchen,Drying rack for clothing,Hangers,Oven,Coffee maker: Nespresso,Bed linens,Washer,Carbon monoxide alarm,Dedicated workspace,Courtyard view,Freezer,Wine glasses,Elevator,Fire extinguisher,Smoke alarm,Long term stays allowed,Dishes and silverware,TV with standard cable,Shampoo,City skyline view,Free street parking
40;Romantic suite in Campo de Fiori;A beautiful romantic loft located in Campo de fiori, the heart of the historical center of the Eternal City, in few steps from Piazza Navona and Pantheon. The flat is on the third floor in a classic Roman building. Our crew will be pleased to welcome guests and provide them a memorable experience in the eternal city. The space The apartment is completely independent with all necessary comfort. It is situated at the 3rd floor (there's an elevator). Inside, the house is fitted with TV, high speed Wi-Fi connection, a bedroom one bathroom. The real beauty of the house is the most romantic bathroom of this zone. The highlight of which is a modern jacuzzi. The house can fit up to 2 guests who can dispose of all the property's services. The house's location is strategic for all those people who want to enjoy the beauties of the city center, especially the Campo di Fiori and Pantheon area. Our staff provides transfer services in every moment of the jou;The area where the apartment is located is peaceful and relaxing. It's located in few minutes by feet from Campo di FIori, Piazza Navona, Pantheon and many other must-sees of the eternal city! Along the street down the apartment you can easily find a fully furnished supermarket, several shops, boutiques, a lot of restaurans and pubs.;https://a0.muscache.com/im/pictures/1b9a5760-ca09-4600-b579-38afa47bec8b.jpg,https://a0.muscache.com/im/pictures/1a04a827-5c42-4e40-81d0-550d66afa4f4.jpg,https://a0.muscache.com/im/pictures/3c5f760a-b9d9-436f-b5dc-385b8d187349.jpg,https://a0.muscache.com/im/pictures/d0805654-a811-4b05-bb35-494464741d4e.jpg,https://a0.muscache.com/im/pictures/61d1d40b-f1ef-4881-9054-97282addde7e.jpg;25;41.8944;12.47364;Roma, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;137.00;1;365;TRUE;Essentials,AC - split type ductless system,First aid kit,Extra pillows and blankets,Hair dryer,Cleaning products,Toaster,Body soap,Hot water,Smeg gas stove,Microwave,Cooking basics,Iron,Heating,Dining table,Bidet,Coffee,Coffee maker: espresso machine,Host greets you,Wifi,Outdoor furniture,Hot water kettle,Free washer in unit,Private entrance,Refrigerator,Paid parking off premises,HDTV,Kitchen,Baking sheet,Shared backyard Fully fenced,Drying rack for clothing,Hangers,Oven,Luggage dropoff allowed,Bed linens,Carbon monoxide alarm,Courtyard view,Clothing storage: closet,Freezer,Books and reading material,Fire extinguisher,Smoke alarm,Long term stays allowed,Dishes and silverware,Shampoo,Mosquito net
41;Roma Centro RioneXX Testaccio;Grande camera con 3 letti: matrimoniale, 1 piazza 1/2, singolo apri/chiudi. Max 5 ospiti Ben collegata (MetroB/B1 Piramide/MetroMare Ostia/Stazioni Ostiense/Trastevere, tram, bus e notturni) Wi fi Lavatrice Condivisione bagno e cucina con me Check in orari flessibili, non programmato, da concordare Deposito bagagli check in solo se possibile, gratuito, non garantito Deposito bagagli check out, gratuito e garantito Bagno pubblico e info point turistico nella piazza sotto casa No ascensore The space L'alloggio è composto da: camera airbnb camera mia stanza ufficio personale cucina corridoio e bagno. L'ospite può accedere al bagno e alla cucina dell'appartamento che sono da condividere con me. L'appartamento è situato al secondo piano rialzato di una delle principali ex case popolari del rione. La camera ha finestra sulla piazza principale del rione.;Testaccio è uno dei 22 rioni del centro storico di Roma. Colorato, frizzante, popolare e turistico al tempo stesso, insieme al vicino rioneTrastevere contende da anni il titolo di cuore popolare della città con le sue abitudini e tradizioni immutate nel tempo. Testaccio è anche meta indiscussa della buona cucina romana con una ricca offerta di ristoranti, trattorie e altre importanti offerte culinarie anche di livello alto e famose nella città (street food, gelaterie, grattachecca, etc) e della movida notturna romana con pub e discoteche tra le migliori della capitale. Testaccio ospita uno dei due musei d'arte contemporanea  Il Macro nonché l'ex Mattatoio al cui interno è possibile accedere ad un'area 100% biologica ed alternativa ed è ricca di teatri, cinema, luoghi di aggregazione. La sua architettura di carattere popolare e dell'età giolittiana (pre-fascismo) si combina perfettamente con nuovi esperimenti architettonici (mercato rionale di Testaccio).;https://a0.muscache.com/im/pictures/miso/Hosting-855863655220831394/original/2da55f93-ac29-4bfa-940a-f1e2f5b5eb22.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-855863655220831394/original/e8327953-76c2-4492-bcee-822c9f4a6d1d.jpeg,https://a0.muscache.com/im/pictures/73db0580-586b-4977-ad09-ff7bb07b4cb3.jpg,https://a0.muscache.com/im/pictures/cf15417b-e41d-421b-9f34-edbc8105132e.jpg,https://a0.muscache.com/im/pictures/miso/Hosting-855863655220831394/original/4053b5b1-7298-42db-8815-81a4a3b06c1e.jpeg;29;41.88086;12.47562;Roma, Italia;Private room in condo;Private room;5;1 shared bath;1;3;39.00;3;365;TRUE;TV,Essentials,AC - split type ductless system,First aid kit,Paid washer in unit,Extra pillows and blankets,Cleaning products,Wifi,Hot water,Crib,Microwave,Cooking basics,Clothing storage: walk-in closet,Iron,Central heating,Dining table,Bidet,Coffee,Coffee maker: espresso machine,Laundromat nearby,Induction stove,Hot water kettle,Private entrance,Baby bath,Refrigerator,High chair,Kitchen,Single level home,Drying rack for clothing,Hangers,Cleaning available during stay,Carbon monoxide alarm,Dedicated workspace,Freezer,Wine glasses,Fire extinguisher,Smoke alarm,Long term stays allowed,Dishes and silverware,Free street parking
42;Lussuosa Suite Quadrupla tra Monti e il Quirinale;Ampia e moderna camera matrimoniale dotata di letto 160, smart tv 55 con abbonamento Netflix, divano letto doppio, bagno privato con doccia, frigo bar, bollitore e aria condizionata. La colazione viene servita tutte le mattine nella spaziosa area comune con annesso cucinotto dove oltre alle vivande sono disponibili macchina del caffé, tostiera elettrica, spremiagrumi e forno a microonde. Possibilità di aggiunta del lettino per neonati completo di lenzuola a 15€ a notte. The space L'intera struttura � stata oggetto di recente ristrutturazione, tutti gli ambienti sono stati rammodernati e le camere fornite di mini frigo, tv led, e materasso alto 27 cm con strato superficiale in memory foam. Vengono forniti di base 2 cuscini e un set di 3 asciugamani a persona per il massimo confort. su richiesta è inoltre possibile aggiungere il lettino per neonati a 15€ a notte. La posizione centrale del b&b consente di raggiungere facilmente a piedi i più famosi luoghi di interesse.;Il quartiere di Monti è uno dei principali punti di interesse della città. Situato a metà tra il Colosseo e Piazza di Spagna, offre tutti i comfort del centro e la facilità di spostamento grazie alle vicine fermate della metro e dell'autobus.;https://a0.muscache.com/im/pictures/7a7c8324-b722-4826-87dc-5b97bc2ce7e1.jpg,https://a0.muscache.com/im/pictures/77a65cac-f9ff-4a9c-af3e-6d11e2fcafd4.jpg,https://a0.muscache.com/im/pictures/fcc3c307-da4b-4329-b33c-b5e9183d7796.jpg,https://a0.muscache.com/im/pictures/f791f6f1-b73d-4927-8e2c-99eae87be8c9.jpg,https://a0.muscache.com/im/pictures/77db6e70-d61f-49b7-81cc-e9201279b6ad.jpg;30;41.90165;12.49319;Roma, Italia;Private room in bed and breakfast;Private room;4;1 private bath;1;2;91.00;2;365;FALSE;TV,Essentials,Crib,Heating,Kitchen,Air conditioning,Elevator,Self check-in,Hair dryer,Wifi,Hangers,Smoke alarm,Smart lock,Shampoo,Cooking basics,Iron
43;HOTEL MARTINO AI MONTI STANDARD DOUBLE;Situato nello storico Rione Monti, l 'Hotel Martino Ai monti dispone di 7 camere tutte dotate di bagno privato, aria condizionata, tv color 32 pollici, connessione wifi., staff multilingue La nostra reception è aperta tutti i giorni dall ore 10.00 alle ore 13.00, dopo questo orario si può effettuare il check in con delle procedure automatiche in caso di arrivo prima di questo orario potrete lasciare le vostre valigie e ve le faremo trovare in camera The space L'hotel è situato al secondo piano di uno storico palazzo del rione Monti, arrivati al nostro indirizzo citofonate ( HOTEL MARTINO AI MONTI) , entrati nell edificio prendete la scala alla vostra destra ( SCALA A) e salite al secondo piano. Il palazzo è dotato di ascensore vi ricordiamo qualora lo usaste di chiudere ogni porta interna ed estena dopo ogni utlizzo . Guest access La nostra reception è in servizio dalle ore 10.00 alla ore 13.00.;Il quartiere è ben collegato, a 10 minuti a piedi dal Colosseo e i Fori Imperiali e dalla stazione Termini. La metro è a pochi minuti di distanza. La zona è ricca di ristoranti e trattorie per tutti i gusti.;https://a0.muscache.com/im/pictures/ff633bbc-cdfc-4f5c-b221-5028ad4657e7.jpg,https://a0.muscache.com/im/pictures/65b52503-79ce-4149-b0ed-6882b4c36e2d.jpg,https://a0.muscache.com/im/pictures/bbf5d464-71cd-498e-8474-430ef17f6834.jpg,https://a0.muscache.com/im/pictures/36d878d6-51b8-4b5f-af03-6e269340e018.jpg,https://a0.muscache.com/im/pictures/b1d7991c-e5ac-44f8-9d96-98caa5c4a153.jpg;31;41.89441;12.49997;Roma, Italia;Room in hotel;Private room;2;1 private bath;1;1;76.00;1;365;TRUE;Essentials,AC - split type ductless system,First aid kit,Extra pillows and blankets,Hair dryer,Hot water,Body soap,Microwave,Cooking basics,Room-darkening shades,Iron,Heating,Bidet,Stainless steel gas stove,Self check-in,Laundromat nearby,Wifi,Hot water kettle,Refrigerator,Kitchen,Single level home,Paid parking garage off premises,Hangers,Shower gel,Clothing storage: dresser,Bed linens,Carbon monoxide alarm,Freezer,Wine glasses,Elevator,Lockbox,Fire extinguisher,Smoke alarm,Dishes and silverware,40\ HDTV with Chromecast, Netflix, standard cable,Shampoo
44;Vatican St.Peter's Daniel;La mia casa è molto accogliente e confortevole perfetta per 2 persone ma anche per una famiglia di 4... Enjoy in Rome and in my apartment.. Thank you so much and enjoy in Rome and in my apartment.. Potete arrivare a piedi in Vaticano, San Pietro, piazza Navona, cappella Sistina, Pantheon, Campo dei Fiori, Castel Sant'Angelo ecc ecc The space It's NOT POSSIBILE CHECK IN FROM 8 PM. This is a new studio very lovely and comfortable. There is a double and also another sofa bed if you need. E' un monolocale ristrutturato 3 mesi fa. Ha la cucina e il bagno, davvero molto carino. C'è un divano letto (matrimoniale) e un letto matrimoniale!!! Guest access Gli ospiti avranno accesso all'intero appartamento Other things to note Potrete contattarmi in qualsiasi momento per avere dei consigli License number QD/2016/62199;L'appartamento si trova vicino al Vaticano su una Via principale. Ristoranti, negozi Bar e supermercati sono tutti a pochi passi.;https://a0.muscache.com/im/pictures/fe190e5f-cdff-43fe-9b7b-871438ed142d.jpg,https://a0.muscache.com/im/pictures/0478b051-0f93-43f2-aab3-bbf633f2c2b1.jpg,https://a0.muscache.com/im/pictures/f8daaf3f-6a0f-451c-9841-388830257413.jpg,https://a0.muscache.com/im/pictures/2b71b8db-68f5-46c9-82c9-53a647eff69a.jpg,https://a0.muscache.com/im/pictures/40bc66ba-76b5-4390-a5af-1426e333386a.jpg;32;41.89469;12.43987;Roma, Italia;Entire rental unit;Entire home/apt;4;1 bath;1;2;71.00;2;29;TRUE;TV,Essentials,Carbon monoxide alarm,First aid kit,Heating,Kitchen,Air conditioning,Coffee maker,Self check-in,Hair dryer,Wifi,Fire extinguisher,Smoke alarm,Long term stays allowed,Dishes and silverware,Smart lock,Private entrance,Shampoo,Cooking basics,Iron
45;The Studio Milan;Enjoy your stay at The Studio, a light-filled two floors apartment with balconies in a quiet area of south Milan, 10 min distance from Navigli and Tortona area, and very well connected to the center The space The two floors apartment guarantee privacy to guests (we sleep at sixt floor). Is available all the year one pull-out sofa bedroom for one person with large window and direct access to private bathroom with tub at fifth floor. Perfect for Piano players, a piano is in the room. Continental breakfast is provided every morning. Light dinner on request. Amenities: - Free Internet wireless and local calls - Private security service and alarm, elevator - Balcony free smoking - Large Kitchen - Dishwasher, Fridge, Microwave, Oven, Cookware and Tableware - Laundry Room - Linens/Towels Provided. Free Iron service on demand, dozen of public rapid laundries in the street - Air Conditioning/Heating - Piano;The neighborhood is quiet and very well connected with center or Zona Tortona also now that Expo 2015 works are blocking part of the town. Navigli, Università Bocconi, Porta Ticinese and Colonne di San Lorenzo are 10-20 minutes walking distance with a large selections of restaurants, bars, public & historical areas and parcs to enjoy  Milan.  Food experience:  - Local products, fruits, flowers, fish, organic markets every wednesday and saturday mornings in the quartier  - Fresh fruit shop, pizzeria, sushi resturants (good or cheap) in the street. - Internationally known restaurant The Sadler and Cracco's Carlo & Camilla steps from home. Sicilian experience at Al Ficodindia restaurant nearby. - Veranda experience at: California Bakery and Pizzeria S. Eustorgio both on the way on tram line 3 (4/5 stops) - truly Milanese kitchen at trattoria La Madonnina steps away - Every kind of supermarket or take away restaurant at Viale Tibaldi or Via Meda;https://a0.muscache.com/im/pictures/474737/5955ba2c_original.jpg,https://a0.muscache.com/im/pictures/179856/e75a9e37_original.jpg,https://a0.muscache.com/im/pictures/474723/3a2a0685_original.jpg,https://a0.muscache.com/im/pictures/18488/989b23da_original.jpg,https://a0.muscache.com/im/pictures/18490/e57fd45f_original.jpg;437;45.44119;9.17813;Milano, Italia;Private room in rental unit;Private room;1;1 bath;1;1;100.00;1;14;TRUE;Elevator,Wifi,Lock on bedroom door,TV,First aid kit,Paid parking on premises,Washer,Host greets you,Hangers,Heating,Gym,Essentials,Iron,Shampoo,Kitchen,Air conditioning,Breakfast
46;Characteristic Milanese flat;I look forward to welcoming you in my flat, it is suitable for couples and groups of up to 4 people The space In Milano : A comfortable and very quiet typical ringhiera flat in the centre of the canal district of Milan. This flat is in a recently restructured condominium and has also been partly restructured . It has a fabulous kitchen, living room with fireplace, bathroom and bedroom . It sleeps up to four comfortably with a pull out sofabed .Internet , tv, washing machine .Public transport in the vicinity (underground MM 2 - Porta Genova) and railway station . It is between Milan 's two existing canals . The area is lively with bars, restaurants and Pizzerie only a few minutes walk away but the flat itself is extremely quiet . There is an outdoor pool at the end of the road (open in the summer -2 mins walk). I Prefer non smoking occupants . For the period of the Salone del Mobile I ask for a minimum 3 night booking.;;https://a0.muscache.com/im/pictures/623d63f8-56cf-4bd0-af95-fb50c5abf6af.jpg,https://a0.muscache.com/im/pictures/5f829f88-972c-4592-9ae2-46f3058f95ae.jpg,https://a0.muscache.com/im/pictures/d5d49fb9-6c3b-49e8-80fa-329d6b4d4455.jpg,https://a0.muscache.com/im/pictures/59f32591-33cb-4e66-bfaf-edf4fd9e27d9.jpg,https://a0.muscache.com/im/pictures/e4ce8f04-c519-47e0-8b34-b4cb9e200feb.jpg;438;45.44806;9.17373;Milano, Italia;Entire rental unit;Entire home/apt;4;1 bath;1;1;150.00;1;15;TRUE;TV,Indoor fireplace,Washer,Bed linens,Hangers,Heating,Long term stays allowed,Essentials,Iron,Hot water,Dedicated workspace,Extra pillows and blankets,Dishes and silverware,Kitchen,Paid parking off premises,Hair dryer,Cooking basics,Fast wifi \u2013 92 Mbps
47;COZY FULLY FURNISHED PRIVATE STUDIO CITY CENTER;COZY, FULLY FURNISHED, PRIVATE STUDIO IN THE CENTRE OF MILANO, VERY COMFORTABLE at a walking distance to all destinations. The best place to visit Milan. The Studio is only for 1 FEMALE guest. NO SMOKING The Studio is very private, upper level The space Beautiful Elegant fully furnished Studio in the heart of Milan COZY, FULLY FURNISHED, PRIVATE ROOM IN THE CENTRE OF MILAN Room only for 1 guest. NO SMOKING The room is very private, super clean, comfortable and bright, completely furnished with bed, TV HD, private fridge, private microwave and tea/coffee boiler,cabinet, table chairs and high speed internet wireless connection. The private cozy room is in a two-bedrooms gorgeous apartment inside an historical 18th century building. There is a fresco trompe d’oeil inside the room, masterpiece of the beginning of the 19th century, covering one wall completely. Also the corridor ceiling is totally decorated b;Best area of Milan, at walking distance from the city center and all the main destinations;https://a0.muscache.com/im/pictures/ae0e12cd-2762-4efb-a84d-f78e88694008.jpg,https://a0.muscache.com/im/pictures/2718976f-14e9-47e9-a33d-5a1646d3cdd1.jpg,https://a0.muscache.com/im/pictures/99e1a382-cfca-44ab-b4f8-95343995c7db.jpg,https://a0.muscache.com/im/pictures/dcf4fce6-4595-4377-a1f0-e743f6ef403a.jpghttps://a0.muscache.com/im/pictures/390d317f-d166-4992-957b-a445e3c40d40.jpg;439;45.46884;9.20777;Milano, Italia;Private room in rental unit;Private room;1;1 shared bath;1;1;55.00;1;7;TRUE;Lock on bedroom door,Hangers,Carbon monoxide alarm,Elevator,Wifi,Washer,Host greets you,Long term stays allowed,Hot water,First aid kit,TV,Private entrance,Heating,Dryer,Kitchen,Paid parking on premises,Smoke alarm,Essentials,Iron,Shampoo,Hair dryer
48;Stunning Flat in Central Milan | Close to subway;When you plan a journey to Milan, remember that accommodation is very important. This flat is situated near Corso Buenos Aires, at the heart of Milan’s city center and, it has everything you need to make your stay in Milan a truly memorable experience. The subway MM1 Red Line is at 50 meters. The apartment is 5 minutes walking to the Main Railway Station (Stazione Centrale), where you can reach the airports by bus or train. The space If you looking for a historical building, urban location with a lot of amazing restaurants and amazing shops, this apartment is a perfect choice for you. The apartment has one bedroom with a king size bed, a living room with 1 double sofa-bed, a kitchen with a dining area suitable to accommodate four guests and a bathroom. There are also 2 Balconies. Internet wi-fi connection free. The apartment is on third floor (no elevator) overlooking beautiful Via Tadino. Neighbo;The district of Porta Venezia refers to one of the gates of Milan that in the neoclassical period allowed to enter in Milan. Around the famous Corso Buenos Aires, the longest shopping street in Milan, you can find numerous restaurants and clubs to suit all budgets and all tastes.  Porta Venezia is an area clearly inspired by Art Nouveau and there are many architectural gems of the early twentieth century still present: just a walk to realize it!  A short walk from the apartment you can find the Casa Boschi di Stefano, Villa Necchi Campiglio, the Idro Montanelli park, the Villa Reale in Milan, Via Montenapoleone. With a few metro stops you will arrive in 5 minutes in Piazza Duomo and the Castello of Milan.;https://a0.muscache.com/im/pictures/63615034/0cc7a7b3_original.jpg,https://a0.muscache.com/im/pictures/63615047/ab48ecc4_original.jpg,https://a0.muscache.com/im/pictures/63615065/75e923ee_original.jpg,https://a0.muscache.com/im/pictures/63615116/a7ba0bef_original.jpg,https://a0.muscache.com/im/pictures/7e2f4542-df72-4472-9269-2b230907cf87.jpg;440;45.4801;9.21057;Milano, Italia;Entire rental unit;Entire home/apt;4;1 bath;1;2;109.00;1;15;TRUE;Patio or balcony,Coffee maker,Single level home,Hangers,Carbon monoxide alarm,Oven,Cooking basics,Wifi,Washer,Host greets you,Long term stays allowed,Hot water,Dishes and silverware,Stove,Dishwasher,Free street parking,Heating,Dryer,Kitchen,Air conditioning,Refrigerator,Paid parking on premises,Smoke alarm,TV with standard cable,Essentials,Iron,Shampoo,Microwave,Paid parking off premises,Hair dryer
49;AtticCozy-With Rooftop Terrace; The space PRESENTAZIONE Penelope’s House central attic Smart & cozy It's a delightful apartment on the top floor, private penthouse with five windows, in a buildind downtown, near Porta Venezia. Just in front of the metro (line 1/2),near central station and a lot of usefull shops (supermarket, medicin shop) park, museums, shopping areas, cinemas and bars. 15 minutes walk from the Duomo and fashion district. PENELOPE'S HOUSE DESCRIPTION APARTMENT DESCRIPTION: 65 square meters / 700 sq feet apartment big room with open kitchen bedroom with a king size bed with private bathroom In the apartment you'll have two bathrooms sofa bed in the living room Fast, wireless internet access. washing machine We can add beds in the room if you need it In the apartment you'll have complete privacy and independent access, my apartment is downstairs, you will find me and my family ;Sei in pieno centro città e hai tutto a due passi, compresa metropolitana di fronte a casa, due supermercati molto vicini e strategici. Il corso è un’ area sia densa di attività commerciali, sia di molteplici locali dove avventurarsi per una piacevole serata.  A due fermate di MM trovate un parco, in cui è possibile rilassarsi in mezzo  verde.;https://a0.muscache.com/im/pictures/34189721/5d03e147_original.jpg,https://a0.muscache.com/im/pictures/3179602/c4e0f01a_original.jpg,https://a0.muscache.com/im/pictures/3108777/fbfb283a_original.jpg,https://a0.muscache.com/im/pictures/3109015/d8c76310_original.jpg,https://a0.muscache.com/im/pictures/34189638/2341a7e7_original.jpg;441;45.4828;9.2143;Milano, Italia;Entire rental unit;Entire home/apt;4;2 baths;1;1;93.00;1;7;TRUE;Coffee maker,Hangers,Oven,Cooking basics,Breakfast,Elevator,Wifi,Washer,Smoking allowed,Long term stays allowed,Hot water,Dishes and silverware,TV,Indoor fireplace,Heating,Hot tub,Kitchen,Air conditioning,Refrigerator,Pets allowed,Bathtub,Essentials,Iron,Shampoo,Microwave,Hair dryer,Room-darkening shades
50;Digital Nomads Home for monthly staying.;Digital Nomads Flat. Open for medium staying periods, from one to three months. A small flat but spacious enough for one digital nomad person or students at Bicocca. Comfortable, part of a building with open spaces around and garden. Extremely well connected to Milano downtown. Railways, tube, tram, buses in front of the door. The space A wide one bedroom flat, wide living room with kitchen and a modern bathroom. All comforts. Guest access Free parking on the street not really close to the building. The flat is easy to reach on first floor by stairs of lift. A great garden in the building, the whole area itself is spacious and sunny. (This building is the very first built after the Pirelli factory has been demolished). Other things to note This is my home, I don't live there, but it contains many of my stuff: my books for instance. I also travel for long periods. I'm happy to share my house with digital nomads or stud;Biccoca University centre.;https://a0.muscache.com/im/pictures/3cb7366b-976c-48e5-94ae-d3fe0e4a2aa3.jpg,https://a0.muscache.com/im/pictures/9e7b6f1f-c427-4227-a191-6ddf26136a01.jpg,https://a0.muscache.com/im/pictures/03c267ee-cb02-4942-bf11-2eb9e807f5a9.jpg,https://a0.muscache.com/im/pictures/b0661846-baeb-4600-afaf-631fa9cf4e11.jpg,https://a0.muscache.com/im/pictures/3b25f34f-e731-4e24-93e8-fa9a1ca4f398.jpg;442;45.51424;9.21428;Milano, Italia;Entire condo;Entire home/apt;1;1 bath;1;2;55.00;1;365;TRUE;Clothing storage,Coffee maker,Single level home,Toaster,Freezer,Hangers,Free washer \u2013 In unit,Oven,Books and reading material,Body soap,Cooking basics,Dining table,Elevator,Wifi,Lockbox,Self check-in,Bed linens,Long term stays allowed,Dedicated workspace,Hot water,Extra pillows and blankets,Dishes and silverware,Dishwasher,Shared backyard,First aid kit,Wine glasses,Outdoor dining area,Heating,Bidet,Drying rack for clothing,Kitchen,Hot water kettle,Refrigerator,Coffee,Shower gel,Cleaning products,Sound system,AC - split type ductless system,Baking sheet,Essentials,Iron,Hair dryer,Room-darkening shades
